finalserialno,a01,a02,a03,region,recontact,agency,Constit_Code,Constit_Name,Interview_Date,total_num_dwel,total_num_hous,num_elig_people,edlevel,turnoutValidationReg
36424,brexit,Conservatives,Very interested,North West,No,Natcen,West Lanca,E14001033,15/07/2017,1,1,1,Undergraduate,Voted
36715,-1,,Not at all interested,North West,No,Kantar,Wigan,E14001039,21/09/2017,1,1,2,No qualifications,Not voted-unregistered
36716,leaving the european union,Labour,Not at all interested,North West,No,Kantar,Wigan,E14001039,14/08/2017,1,1,1,Below GCSE,
36720,mmanagement and lack of fund,None/No party,Very interested,North West,No,Kantar,Wigan,E14001039,27/07/2017,1,1,2,Undergraduate,Not voted-registered
36722,to many people from other countries comin here,Don`t know,Not very interested,North West,No,Kantar,Wigan,E14001039,14/07/2017,1,1,1,Undergraduate,
36724,-1,,Not at all interested,North West,No,Kantar,Wigan,E14001039,21/09/2017,1,1,1,Undergraduate,Not voted-unregistered
36725,"imigration,the numbers coming in",None/No party,Fairly interested,North West,No,Kantar,Wigan,E14001039,17/07/2017,1,1,3,Below GCSE,
36726,exit of the european union,Liberal Democrats,Fairly interested,North West,No,Kantar,Wigan,E14001039,18/08/2017,1,1,2,Undergraduate,
36815,education fees,Labour,Fairly interested,North West,No,Kantar,Wigan,E14001039,17/09/2017,1,1,2,No qualifications,Voted
36816,immigrants,Refused,Not very interested,North West,No,Kantar,Wigan,E14001039,21/09/2017,1,1,2,No qualifications,Not voted-unregistered
36817,not enough money to fund public services,Labour,Fairly interested,North West,No,Kantar,Wigan,E14001039,15/07/2017,1,1,1,Undergraduate,Voted
36818,nhs,Don`t know,Very interested,North West,No,Kantar,Wigan,E14001039,21/09/2017,1,1,2,No qualifications,Voted
36819,brexit,None/No party,Very interested,North West,No,Kantar,Wigan,E14001039,14/07/2017,1,1,2,Postgrad,Voted
36820,education fees,Refused,Fairly interested,North West,No,Kantar,Wigan,E14001039,20/09/2017,1,1,2,No qualifications,Not voted-unregistered
36821,brexit,None/No party,Fairly interested,North West,No,Kantar,Wigan,E14001039,14/07/2017,1,1,2,Postgrad,Voted
36824,brexit,Conservatives,Fairly interested,North West,No,Kantar,Wigan,E14001039,15/07/2017,1,1,1,A-level,
36825,nhs,Conservatives,Fairly interested,North West,No,Kantar,Wigan,E14001039,20/09/2017,1,1,1,No qualifications,Voted
36917,immigration - too many coming in what about in 20 years when they all have kids - hopitals will not be able to cope,Don`t know,Fairly interested,North West,No,GfK,Workington,E14001053,19/07/2017,1,1,2,GCSE,Voted
36918,NHS -  DO NOT SEEM TO BE GETTING FORWARD- WORSE-CARING HAS GONE OUT OF THE JOB PEOPLE AT THE TOP,Conservatives,Not very interested,North West,No,GfK,Workington,E14001053,28/06/2017,1,1,2,No qualifications,Voted
36921,immigration more and more coming in,Don`t know,Not very interested,North West,No,GfK,Workington,E14001053,31/07/2017,1,1,1,No qualifications,Not voted-registered
36923,nhs - waitingntimes -,Labour,Not at all interested,North West,No,GfK,Workington,E14001053,01/07/2017,1,1,3,GCSE,Voted
37001,nhs- lack of fnuding cap on wages,Don`t know,Fairly interested,North West,Yes,GfK,Workington,E14001053,10/07/2017,1,1,1,Undergraduate,
37003,nhs- - p -where its going and what si going to happen - finncial crisis and getting worse how will they manage it in the future with the aging popultion,Don`t know,Fairly interested,North West,Yes,GfK,Workington,E14001053,30/06/2017,1,1,2,Undergraduate,Voted
37016,terrorism,Conservatives,Fairly interested,North West,No,GfK,Workington,E14001053,12/07/2017,1,1,2,Undergraduate,
37020,too many immigrants,Conservatives,Very interested,North West,No,GfK,Workington,E14001053,01/07/2017,1,1,1,No qualifications,Voted
37021,terrorism,None/No party,Fairly interested,North West,No,GfK,Workington,E14001053,10/07/2017,1,1,2,A-level,Not voted-registered
37022,terrorism,Don`t know,Not at all interested,North West,No,GfK,Workington,E14001053,10/07/2017,1,1,2,No qualifications,
37318,"nicola sturgon cant stand here ,stop going on about independance,fed with brexit get out if were going out dont mess about give mrs may a bit of support .",Don`t know,Not very interested,Scotland,No,GfK,Angus,S14000004,13/07/2017,1,1,1,GCSE,
37320,-1,,Not at all interested,Scotland,No,GfK,Angus,S14000004,09/08/2017,1,1,1,No qualifications,
37321,dont want to leave euro.,Scottish National Party (SNP),Fairly interested,Scotland,No,GfK,Angus,S14000004,18/07/2017,1,1,2,No qualifications,
37322,housing-far to mutch empty houses not occupied.,None/No party,Fairly interested,Scotland,No,GfK,Angus,S14000004,13/07/2017,1,1,1,No qualifications,Not voted-registered
37324,brexit>dont know if it going to be good or bad.nhs in dire straits.,None/No party,Fairly interested,Scotland,No,GfK,Angus,S14000004,13/07/2017,1,1,1,No qualifications,Voted
37415,"nhs failling,waiting times referrals closing down hospitals .",Scottish National Party (SNP),Fairly interested,Scotland,No,GfK,Angus,S14000004,14/07/2017,1,1,2,No qualifications,Voted
37417,brexit implications of how its going to work out for us personaly.,Don`t know,Not very interested,Scotland,No,GfK,Angus,S14000004,25/07/2017,1,1,2,Undergraduate,
37418,"nhs understaffed overeused ,imigration uncontrole on boarders,",Conservatives,Fairly interested,Scotland,No,GfK,Angus,S14000004,14/07/2017,1,1,1,GCSE,
37421,"nhs to long waiting time for opperations,",Labour,Not at all interested,Scotland,No,GfK,Angus,S14000004,14/07/2017,1,1,1,No qualifications,
37423,"drug realated issues ,spending money on methodone to keep drugies happy and cut back on other services.ie homehelps for the elderly/ aged",None/No party,Fairly interested,Scotland,No,GfK,Angus,S14000004,14/07/2017,1,1,1,No qualifications,
37424,job security in general but it is also getting harder to live in scotland as a polish national.,None/No party,Not at all interested,Scotland,No,GfK,Angus,S14000004,14/07/2017,1,1,2,No qualifications,
37426,defence>terroist attacks do we have enough police and fire medical staff also armed forces.,Conservatives,Not at all interested,Scotland,No,GfK,Angus,S14000004,15/07/2017,1,1,1,No qualifications,Voted
37515,Haven't got a clue maybe immigration,Scottish National Party (SNP),Not at all interested,Scotland,No,GfK,"Ayr, Carri",S14000006,27/07/2017,1,1,3,GCSE,
37519,Brexit the consequences of it. Concerns of the groups that emerging becuase of it. Polarisation of views. Seems to be ok to be outspoken against ethnic minorities. Far right groups have been given a platform.,None/No party,Fairly interested,Scotland,No,GfK,"Ayr, Carri",S14000006,16/08/2017,1,1,1,Postgrad,
37520,Brexit. The fall out from it. How bad is it going to be? The pound is plummeting. It is really scary.,None/No party,Fairly interested,Scotland,No,GfK,"Ayr, Carri",S14000006,16/08/2017,1,1,2,Undergraduate,
37523,brexit,Conservatives,Not at all interested,Scotland,No,GfK,"Ayr, Carri",S14000006,12/09/2017,1,1,2,Below GCSE,
37524,nATIONAL HEALTH SERVICE. wAITING LISTS TOO LONG FOR SONG.,None/No party,Not at all interested,Scotland,No,GfK,"Ayr, Carri",S14000006,27/07/2017,1,1,2,No qualifications,
37525,poverty and homelessness,None/No party,Very interested,Scotland,No,GfK,"Ayr, Carri",S14000006,13/09/2017,1,1,1,A-level,
37618,The Government. Lack of defined leadership. Austerity. Ok to get rid of the deficit as quick as you can but the working class is not surving as the government is strangling it. NHS is struggling to survive as the staff aren't staying in the,Conservatives,Fairly interested,Scotland,No,GfK,"Ayr, Carri",S14000006,12/08/2017,1,1,2,Undergraduate,
37622,I feel we don't have the right people in government to do the right things. I fear my grandchildren coming up in the world and there is nothing there for them with drugs etc and I don't feel enough to stop it.,None/No party,Fairly interested,Scotland,No,GfK,"Ayr, Carri",S14000006,22/08/2017,1,1,1,No qualifications,
37623,"Brexit, to do with if its going to isolate us from the rest of Europe",Labour,Not very interested,Scotland,No,GfK,"Ayr, Carri",S14000006,01/08/2017,1,1,1,,Voted
38110,brexit,Scottish National Party (SNP),Very interested,Scotland,Yes,Kantar,Dumfriessh,S14000014,22/07/2017,1,1,1,GCSE,
38115,economy,None/No party,Not very interested,Scotland,No,Kantar,Dumfriessh,S14000014,12/08/2017,1,1,1,Postgrad,
38118,farm subsidies reductions,Conservatives,Not very interested,Scotland,No,Kantar,Dumfriessh,S14000014,30/07/2017,1,1,1,No qualifications,
38119,immigration without suffient infrastructure to support,None/No party,Fairly interested,Scotland,No,Kantar,Dumfriessh,S14000014,31/07/2017,1,1,2,A-level,
38121,delay in brexit,Don`t know,Not very interested,Scotland,No,Kantar,Dumfriessh,S14000014,23/07/2017,1,1,1,No qualifications,
38123,terrorism,Don`t know,Not very interested,Scotland,No,Kantar,Dumfriessh,S14000014,22/07/2017,1,1,1,No qualifications,
38216,brexit,None/No party,Not at all interested,Scotland,No,Kantar,Dumfriessh,S14000014,22/07/2017,1,1,2,Postgrad,
38217,brexit,Conservatives,Fairly interested,Scotland,No,Kantar,Dumfriessh,S14000014,06/09/2017,1,1,2,A-level,
38223,brexit,None/No party,Fairly interested,Scotland,No,Kantar,Dumfriessh,S14000014,23/08/2017,1,1,1,Postgrad,
38308,BREXIT,Labour,Fairly interested,Scotland,Yes,Natcen,Dunfermlin,S14000017,19/07/2017,1,1,2,No qualifications,Voted
38317,BREXIT,Don`t know,Not at all interested,Scotland,No,Natcen,Dunfermlin,S14000017,17/07/2017,1,1,2,No qualifications,Not voted-registered
38318,BREXIT,Conservatives,Fairly interested,Scotland,No,Natcen,Dunfermlin,S14000017,23/07/2017,1,1,1,No qualifications,
38322,IMMIGRATION,United Kingdom Independence Party (UKIP),Very interested,Scotland,No,Natcen,Dunfermlin,S14000017,19/07/2017,1,1,1,Undergraduate,Voted
38323,immigration,Don`t know,Fairly interested,Scotland,No,Natcen,Dunfermlin,S14000017,23/07/2017,1,1,2,No qualifications,
38416,BREXIT,None/No party,Fairly interested,Scotland,No,Natcen,Dunfermlin,S14000017,19/07/2017,1,1,3,Undergraduate,
38422,BREXIT,Conservatives,Very interested,Scotland,No,Natcen,Dunfermlin,S14000017,07/08/2017,1,1,2,Undergraduate,
38424,PROBLEMS IN THE HEALTH SERVICE,Conservatives,Not very interested,Scotland,No,Natcen,Dunfermlin,S14000017,17/07/2017,1,1,2,,
38707,"government supporting 1 percent - the reduction of benefits, attic on nhs and public services",Labour,Very interested,Scotland,Yes,Kantar,Edinburgh,S14000023,31/07/2017,1,1,2,Undergraduate,Voted
38718,brexit,Don`t know,Not very interested,Scotland,No,Kantar,Edinburgh,S14000023,29/07/2017,1,1,2,Undergraduate,Voted
38720,brexit and the uncertainty it brings,Labour,Fairly interested,Scotland,No,Kantar,Edinburgh,S14000023,01/08/2017,1,1,2,A-level,Not voted-registered
38722,"People killing each other, bombs in back-packs, people blaming others.",None/No party,Not at all interested,Scotland,No,Kantar,Edinburgh,S14000023,20/09/2017,1,1,1,No qualifications,
38724,brexit,Labour,Fairly interested,Scotland,No,Kantar,Edinburgh,S14000023,26/07/2017,1,1,1,Postgrad,Voted
38817,polital direction,Liberal Democrats,Fairly interested,Scotland,No,Kantar,Edinburgh,S14000023,19/07/2017,1,1,2,Undergraduate,Voted
38819,brexit,Conservatives,Fairly interested,Scotland,No,Kantar,Edinburgh,S14000023,25/07/2017,1,1,2,Postgrad,Voted
38823,"That we have a Tory Government, who can handle the econmy in a professional manner,",Conservatives,Fairly interested,Scotland,No,Kantar,Edinburgh,S14000023,23/09/2017,1,1,2,A-level,
38825,Climate Change. Nothing to add.,Labour,Fairly interested,Scotland,No,Kantar,Edinburgh,S14000023,17/09/2017,1,1,2,Undergraduate,Not voted-unregistered
38910,Brexit,Don`t know,Fairly interested,Scotland,Yes,Natcen,Edinburgh,S14000025,25/07/2017,1,1,1,Undergraduate,Voted
38918,the difference in life for rich and poor,Scottish National Party (SNP),Very interested,Scotland,No,Natcen,Edinburgh,S14000025,25/07/2017,1,1,2,Postgrad,Not voted-unregistered
38919,brexit,Scottish National Party (SNP),Fairly interested,Scotland,No,Natcen,Edinburgh,S14000025,25/07/2017,1,1,1,A-level,Voted
39015,brexit and economic stability,Scottish National Party (SNP),Fairly interested,Scotland,No,Natcen,Edinburgh,S14000025,18/07/2017,1,1,2,Postgrad,Not voted-unregistered
39019,government,Scottish National Party (SNP),Not at all interested,Scotland,No,Natcen,Edinburgh,S14000025,18/07/2017,1,1,1,A-level,Voted
39020,brexit,Don`t know,Fairly interested,Scotland,No,Natcen,Edinburgh,S14000025,31/08/2017,1,1,2,Undergraduate,Voted
39021,everyone has different ideas/ cant understand why there's foodbanks and poverty/ immigration,Conservatives,Fairly interested,Scotland,No,Natcen,Edinburgh,S14000025,18/07/2017,1,1,1,No qualifications,Voted
39023,health care,Labour,Fairly interested,Scotland,No,Natcen,Edinburgh,S14000025,25/07/2017,1,1,2,Undergraduate,Voted
39026,unsettlement in the middle east,Labour,Fairly interested,Scotland,No,Natcen,Edinburgh,S14000025,26/07/2017,1,1,2,Postgrad,
39115,brexit,None/No party,Not at all interested,Scotland,No,GfK,Falkirk,S14000028,19/08/2017,1,1,1,No qualifications,
39117,brexit,None/No party,Very interested,Scotland,No,GfK,Falkirk,S14000028,15/08/2017,1,1,1,No qualifications,
39118,unemployment,None/No party,Not at all interested,Scotland,No,GfK,Falkirk,S14000028,20/08/2017,1,1,2,No qualifications,
39119,-1,,Not very interested,Scotland,No,GfK,Falkirk,S14000028,13/08/2017,1,1,1,No qualifications,Voted
39120,unemployment,Labour,Not very interested,Scotland,No,GfK,Falkirk,S14000028,07/08/2017,1,1,1,Undergraduate,Not voted-unregistered
39121,"crime, brexit, unemployment",Labour,Not very interested,Scotland,No,GfK,Falkirk,S14000028,07/08/2017,1,1,1,No qualifications,
39122,unemployment,Don`t know,Not very interested,Scotland,No,GfK,Falkirk,S14000028,13/08/2017,1,1,1,No qualifications,
39123,-1,,Not very interested,Scotland,No,GfK,Falkirk,S14000028,07/08/2017,1,1,1,No qualifications,Voted
39124,brexit,Scottish National Party (SNP),Fairly interested,Scotland,No,GfK,Falkirk,S14000028,07/08/2017,1,1,1,No qualifications,
39125,"nhs, brexit",Labour,Not very interested,Scotland,No,GfK,Falkirk,S14000028,13/08/2017,1,1,1,No qualifications,Voted
39126,brexit,None/No party,Not at all interested,Scotland,No,GfK,Falkirk,S14000028,13/08/2017,1,1,1,No qualifications,
39215,"nhs, immigration, brexit",Labour,Fairly interested,Scotland,No,GfK,Falkirk,S14000028,15/08/2017,1,1,1,No qualifications,Voted
39216,-1,,Not very interested,Scotland,No,GfK,Falkirk,S14000028,08/08/2017,1,1,1,No qualifications,Voted
39217,unemployment,Labour,Fairly interested,Scotland,No,GfK,Falkirk,S14000028,15/08/2017,1,1,1,No qualifications,Voted
39218,unemployment,Don`t know,Not very interested,Scotland,No,GfK,Falkirk,S14000028,08/08/2017,1,1,1,No qualifications,Voted
39219,-2,,Not at all interested,Scotland,No,GfK,Falkirk,S14000028,20/08/2017,1,1,1,No qualifications,
39220,"brexit, unemployment,",Scottish National Party (SNP),Fairly interested,Scotland,No,GfK,Falkirk,S14000028,20/08/2017,1,1,2,No qualifications,Voted
39221,-1,,Not at all interested,Scotland,No,GfK,Falkirk,S14000028,20/08/2017,1,1,1,Undergraduate,Not voted-unregistered
39223,-1,,Not at all interested,Scotland,No,GfK,Falkirk,S14000028,16/08/2017,1,1,1,No qualifications,
39224,brexit,Labour,Not very interested,Scotland,No,GfK,Falkirk,S14000028,15/08/2017,1,1,1,No qualifications,
39225,not interested in politics,None/No party,Not at all interested,Scotland,No,GfK,Falkirk,S14000028,16/08/2017,1,1,1,No qualifications,
39304,illegal immigration,None/No party,Fairly interested,Scotland,Yes,Kantar,Glasgow Ce,S14000029,31/07/2017,1,1,2,Undergraduate,Voted
39315,brexit,Conservatives,Fairly interested,Scotland,No,Kantar,Glasgow Ce,S14000029,11/07/2017,1,1,1,GCSE,Insufficient information
39321,immigration,Conservatives,Not very interested,Scotland,No,Kantar,Glasgow Ce,S14000029,25/07/2017,1,1,1,Undergraduate,
39419,uncertainty about the future    brexit,Labour,Not very interested,Scotland,No,Kantar,Glasgow Ce,S14000029,14/07/2017,1,1,1,A-level,
39425,brexit   and defence,None/No party,Very interested,Scotland,No,Kantar,Glasgow Ce,S14000029,12/07/2017,1,1,2,Undergraduate,Voted
39509,Austerity,Scottish National Party (SNP),Very interested,Scotland,Yes,Kantar,Glasgow No,S14000032,19/07/2017,1,1,1,Undergraduate,Not voted-unregistered
39517,EMPLOYER ISSUES WORK - ZERO HOUR CONTRACTS,Conservatives,Not at all interested,Scotland,No,Kantar,Glasgow No,S14000032,11/07/2017,1,1,2,,Ineligible
39606,DRUG ADDICTION,Scottish National Party (SNP),Fairly interested,Scotland,Yes,Kantar,Glasgow No,S14000032,11/07/2017,1,1,2,No qualifications,Voted
39616,THE PRESENT GOVERNMENT - PARTICULARLY MIGRATION IE IT IS NEEDED EG SKILLED WORKERS REQUIRED,Labour,Very interested,Scotland,No,Kantar,Glasgow No,S14000032,14/07/2017,1,1,1,Undergraduate,Voted
39619,CONSERVATIVE GOVERNMENT - POLICIES AND ISSUES,Scottish National Party (SNP),Very interested,Scotland,No,Kantar,Glasgow No,S14000032,11/07/2017,1,1,1,Postgrad,Not voted-unregistered
39916,BREXIT,None/No party,Fairly interested,Scotland,No,Natcen,Gordon,S14000037,07/08/2017,1,1,2,Postgrad,
39918,education,None/No party,Fairly interested,Scotland,No,Natcen,Gordon,S14000037,27/07/2017,1,1,2,Undergraduate,
39920,"brexit is the important issue, don't know much about it but thinks it puts puts the country in shaky position. unsure of the full ramifications",Labour,Not very interested,Scotland,No,Natcen,Gordon,S14000037,14/07/2017,1,1,2,Undergraduate,Voted
39923,leaving the EU,None/No party,Not very interested,Scotland,No,Natcen,Gordon,S14000037,07/08/2017,1,1,2,Undergraduate,Ineligible
40015,BREXIT,None/No party,Fairly interested,Scotland,No,Natcen,Gordon,S14000037,20/07/2017,1,1,2,A-level,Voted
40021,the economy,Don`t know,Not very interested,Scotland,No,Natcen,Gordon,S14000037,30/07/2017,1,1,2,No qualifications,Not voted-registered
40022,jobs and employment,Conservatives,Not very interested,Scotland,No,Natcen,Gordon,S14000037,20/07/2017,1,1,1,Undergraduate,
40106,the biggest issue is the government/-,Conservatives,Fairly interested,Scotland,Yes,Natcen,"Inverness,",S14000039,17/07/2017,1,1,2,Undergraduate,Not voted-registered
40116,natioal debt,None/No party,Fairly interested,Scotland,No,Natcen,"Inverness,",S14000039,25/07/2017,1,1,2,A-level,Voted
40118,we should look after our owm people/we are letting in too many from other countries/-,Scottish National Party (SNP),Not at all interested,Scotland,No,Natcen,"Inverness,",S14000039,19/07/2017,1,1,2,No qualifications,Not voted-unregistered
40120,brexit,None/No party,Fairly interested,Scotland,No,Natcen,"Inverness,",S14000039,04/08/2017,1,1,2,GCSE,Voted
40121,its shocking that children are not being fed in britain today/if it happens abroad then financial help and material issues are dealt with /but not in britain,Scottish National Party (SNP),Not very interested,Scotland,No,Natcen,"Inverness,",S14000039,25/07/2017,1,1,1,No qualifications,Voted
40123,brexit,Conservatives,Fairly interested,Scotland,No,Natcen,"Inverness,",S14000039,25/07/2017,1,1,2,GCSE,Voted
40216,brexit,Conservatives,Very interested,Scotland,No,Natcen,"Inverness,",S14000039,02/08/2017,1,1,1,Postgrad,Voted
40223,health/healthcare/nhs in general,Labour,Fairly interested,Scotland,No,Natcen,"Inverness,",S14000039,09/08/2017,1,1,1,GCSE,Voted
40225,economic decline,Scottish National Party (SNP),Not very interested,Scotland,No,Natcen,"Inverness,",S14000039,25/07/2017,1,1,1,Undergraduate,Voted
40305,ISLAMIC FUNDAMENTALISM - ITS BEING UNDERESTIMATED,Conservatives,Fairly interested,Scotland,Yes,Kantar,Glenrothes,S14000032,09/07/2017,1,1,1,A-level,Voted
40308,Brexit - because of the unknown is it going to be a good outcome or a bad one.,None/No party,Fairly interested,Scotland,Yes,Kantar,Glenrothes,S14000032,14/07/2017,1,1,2,Undergraduate,Voted
40310,Brexit - especially trade agreements,Don`t know,Not very interested,Scotland,Yes,Kantar,Kirkcaldy,S14000041,09/07/2017,1,1,2,No qualifications,Voted
40315,Really need to do something about homelessness. Doesnt feel that government is addressing the problem.,None/No party,Fairly interested,Scotland,No,Kantar,Kirkcaldy,S14000041,21/08/2017,1,1,2,GCSE,Voted
40316,Brexit -its the unknown the whole range of things,None/No party,Fairly interested,Scotland,No,Kantar,Kirkcaldy,S14000041,19/07/2017,1,1,2,Undergraduate,Voted
40318,Brexit -theres a divide with people afraid of change and dont know whats going to happen economically,None/No party,Fairly interested,Scotland,No,Kantar,Kirkcaldy,S14000041,19/07/2017,1,1,2,Undergraduate,Voted
40319,Brexit - because the government has no idea what they want from it,Labour,Very interested,Scotland,No,Kantar,Kirkcaldy,S14000041,14/07/2017,1,1,2,A-level,Voted
40420,HOW TO FIX THE NHS,Labour,Fairly interested,Scotland,No,Kantar,Kirkcaldy,S14000041,21/08/2017,1,1,5,A-level,Voted
40422,Brexit - thats all you hear about all the time,Conservatives,Not very interested,Scotland,No,Kantar,Kirkcaldy,S14000041,14/07/2017,1,1,2,Undergraduate,Voted
40423,Brexit,None/No party,Very interested,Scotland,No,Kantar,Kirkcaldy,S14000041,30/08/2017,1,1,1,Undergraduate,Voted
40516,immigration.,None/No party,Not very interested,Scotland,No,Kantar,Linlithgow,S14000043,10/09/2017,1,1,3,GCSE,
40517,Terrorism,None/No party,Not very interested,Scotland,No,Kantar,Linlithgow,S14000043,25/07/2017,1,1,1,GCSE,
40518,National debt,Scottish National Party (SNP),Fairly interested,Scotland,No,Kantar,Linlithgow,S14000043,31/07/2017,1,1,1,Undergraduate,
40519,Brexit - im confused about the whole process to be honest.,Labour,Fairly interested,Scotland,No,Kantar,Linlithgow,S14000043,23/09/2017,1,1,3,Undergraduate,
40523,brexit. a redicilous mistake made by our Previous Prime Minister to plecate a small minority of Back-Bench MP.,None/No party,Very interested,Scotland,No,Kantar,Linlithgow,S14000043,16/09/2017,1,1,1,Undergraduate,
40525,"National Healt, care of very vunerable people.",Labour,Very interested,Scotland,No,Kantar,Linlithgow,S14000043,16/09/2017,1,1,2,A-level,
40617,NHS - BREXIT,Don`t know,Fairly interested,Scotland,No,Kantar,Linlithgow,S14000043,20/09/2017,1,1,2,Undergraduate,
40618,Rising costs. Electricity especially,Don`t know,Fairly interested,Scotland,No,Kantar,Linlithgow,S14000043,04/08/2017,1,1,2,Undergraduate,
40622,Brexit,Don`t know,Fairly interested,Scotland,No,Kantar,Linlithgow,S14000043,27/08/2017,1,1,1,Undergraduate,
40624,Brexit,Don`t know,Not very interested,Scotland,No,Kantar,Linlithgow,S14000043,21/07/2017,1,1,2,A-level,
40702,immigration,Conservatives,Fairly interested,Scotland,Yes,GfK,Midlothian,S14000045,03/09/2017,1,1,1,A-level,Voted
40704,brexit,Labour,Not very interested,Scotland,Yes,GfK,Midlothian,S14000045,03/09/2017,1,1,1,No qualifications,
40707,brexit,Scottish National Party (SNP),Fairly interested,Scotland,Yes,GfK,Midlothian,S14000045,03/09/2017,1,1,2,No qualifications,Voted
40715,-1,,Fairly interested,Scotland,No,GfK,Midlothian,S14000045,27/08/2017,1,1,2,No qualifications,Voted
40718,unemployment,None/No party,Not very interested,Scotland,No,GfK,Midlothian,S14000045,27/08/2017,1,1,1,No qualifications,Not voted-unregistered
40720,brexit,Labour,Fairly interested,Scotland,No,GfK,Midlothian,S14000045,26/08/2017,1,1,2,No qualifications,Voted
40815,brexit get out soon be better for us.,Conservatives,Not very interested,Scotland,No,GfK,Midlothian,S14000045,09/09/2017,1,1,1,A-level,Voted
40816,"immigration, brexit, unemployment",Conservatives,Very interested,Scotland,No,GfK,Midlothian,S14000045,27/08/2017,1,1,1,No qualifications,Voted
40817,-1,,Fairly interested,Scotland,No,GfK,Midlothian,S14000045,27/08/2017,1,1,2,No qualifications,Voted
40818,"crime, unemployment",Labour,Fairly interested,Scotland,No,GfK,Midlothian,S14000045,27/08/2017,1,1,1,Undergraduate,Voted
40819,-1,,Very interested,Scotland,No,GfK,Midlothian,S14000045,27/08/2017,1,1,1,No qualifications,
40820,imigration,Conservatives,Not at all interested,Scotland,No,GfK,Midlothian,S14000045,13/09/2017,1,1,2,No qualifications,
40821,"imigration,isis ,",Don`t know,Not at all interested,Scotland,No,GfK,Midlothian,S14000045,13/09/2017,1,1,2,No qualifications,
40824,brexit,Don`t know,Not at all interested,Scotland,No,GfK,Midlothian,S14000045,27/08/2017,1,1,1,No qualifications,Voted
40825,unemployment,Labour,Fairly interested,Scotland,No,GfK,Midlothian,S14000045,27/08/2017,1,1,1,No qualifications,
41115,brexit,Don`t know,Fairly interested,Scotland,No,Kantar,North Ayrs,S14000048,07/07/2017,1,1,3,A-level,
41119,pension age going up,Don`t know,Fairly interested,Scotland,No,Kantar,North Ayrs,S14000048,07/07/2017,1,1,2,GCSE,
41120,goverment,Don`t know,Fairly interested,Scotland,No,Kantar,North Ayrs,S14000048,08/07/2017,1,1,2,A-level,Voted
41121,brexit,Labour,Not at all interested,Scotland,No,Kantar,North Ayrs,S14000048,06/08/2017,1,1,2,No qualifications,
41218,work no jobs,None/No party,Not at all interested,Scotland,No,Kantar,North Ayrs,S14000048,07/08/2017,1,1,2,No qualifications,
41222,economy,None/No party,Fairly interested,Scotland,No,Kantar,North Ayrs,S14000048,03/08/2017,2,1,2,Undergraduate,
41224,tory goverment,Don`t know,Fairly interested,Scotland,No,Kantar,North Ayrs,S14000048,08/07/2017,1,1,2,Undergraduate,Voted
41316,too many foreigners,Don`t know,Not at all interested,Scotland,No,GfK,Paisley an,S14000053,28/06/2017,1,1,2,Undergraduate,
41319,family problems,None/No party,Very interested,Scotland,No,GfK,Paisley an,S14000053,29/06/2017,1,1,2,No qualifications,Not voted-registered
41408,so much is going on    elections   government,Conservatives,Not very interested,Scotland,Yes,GfK,Paisley an,S14000053,29/06/2017,1,1,2,No qualifications,Voted
41416,brexit,None/No party,Fairly interested,Scotland,No,GfK,Paisley an,S14000053,10/08/2017,1,1,1,GCSE,
41418,brexit  what will happed?,None/No party,Not at all interested,Scotland,No,GfK,Paisley an,S14000053,28/06/2017,1,1,1,No qualifications,
41420,brexit,None/No party,Fairly interested,Scotland,No,GfK,Paisley an,S14000053,30/06/2017,1,1,2,Below GCSE,
41423,brexit,Conservatives,Fairly interested,Scotland,No,GfK,Paisley an,S14000053,17/07/2017,1,1,3,A-level,Voted
41424,"Strain on the NHS, coming from abroad, too many people coming in and its putting a strian on the health service",Conservatives,Fairly interested,Scotland,No,GfK,Paisley an,S14000053,21/09/2017,1,1,1,A-level,
41615,lies/ lie about everything/ no one has any faith in what any government says,Don`t know,Fairly interested,Scotland,No,Natcen,Perth and,S14000054,06/08/2017,1,1,1,A-level,
41619,whats going to happen in the future,Don`t know,Not very interested,Scotland,No,Natcen,Perth and,S14000054,06/08/2017,1,1,1,Undergraduate,Not voted-registered
41916,Pull up there socks in some place.,Labour,Not at all interested,Scotland,No,Kantar,Stirling,S14000057,12/07/2017,1,1,1,No qualifications,Not voted-registered
41918,The NHS,Don`t know,Not very interested,Scotland,No,Kantar,Stirling,S14000057,18/07/2017,1,1,2,No qualifications,Voted
41919,"Don't know, not thought about it.",Don`t know,Not at all interested,Scotland,No,Kantar,Stirling,S14000057,21/08/2017,1,1,2,No qualifications,Not voted-registered
41920,The National Health Service,None/No party,Fairly interested,Scotland,No,Kantar,Stirling,S14000057,14/07/2017,1,1,1,Undergraduate,Not voted-registered
41922,Brex. the uk getting pulled out  of europe.,Scottish National Party (SNP),Fairly interested,Scotland,No,Kantar,Stirling,S14000057,10/09/2017,1,1,2,Undergraduate,Not voted-unregistered
41923,Violence and disruption,Don`t know,Not at all interested,Scotland,No,Kantar,Stirling,S14000057,18/07/2017,1,1,2,No qualifications,Not voted-registered
41924,"Cannot think, getting help from working tax credits.",Don`t know,Fairly interested,Scotland,No,Kantar,Stirling,S14000057,21/08/2017,1,1,1,A-level,Not voted-registered
