voted,tory_vote,election_interest,civic_duty,party_id,ideo_lr,ideo_pc1,ideo_pc2,vote_leave,class,female,edlevel,region
0,0,4,3,Labour,5,-0.610757252916089,-0.49652531352205703,0,1,1,4,North East
1,0,2,2,Labour,5,0.4481667314788739,-1.32586612817987,1,2,1,0,North East
1,0,2,4,United Kingdom Independence Party (UKIP),7,1.83485356091246,-0.44855688758789203,1,2,1,4,North East
1,0,2,4,Labour,7,0.8967031488038771,-0.23482734003566397,0,2,1,3,North East
1,0,3,3,Labour,3,2.10404118544748,0.23789460462904896,1,2,1,0,North East
1,0,3,4,Liberal Democrat,3,-2.59400595303991,2.2620635546686,0,1,1,5,North East
1,0,3,2,Labour,4,0.8026785044925441,0.647110573563231,0,2,0,4,North East
1,0,1,5,Labour,8,1.7459017308017901,1.1651339652302601,1,2,0,4,North East
1,1,1,4,Conservative,9,1.8479457084665802,-1.91049535444098,1,1,0,3,North East
1,1,2,1,Labour,4,0.5645787143884771,0.172597431885924,0,1,1,4,North East
1,0,4,3,Liberal Democrat,5,1.3949592550968,1.08531668468526,1,2,0,2,North East
1,1,1,3,Conservative,7,0.123792157588154,-2.8493321847606,1,2,0,4,North East
1,0,1,5,Liberal Democrat,4,0.186783515108213,1.40096033734967,0,1,0,5,North East
1,0,1,4,Labour,3,-0.8368066589773071,0.107736957851437,0,2,0,2,North East
0,0,4,2,None / No party/ uncommitted,5,1.226055411901,-0.14438539081585097,0,2,0,2,North East
1,1,2,4,Conservative,10,1.15347811081637,0.8801229732957869,1,2,0,2,North East
1,0,2,4,Labour,4,-0.280725231466815,-0.8266149202378579,1,2,0,2,North East
1,0,3,2,Labour,5,0.878452378301097,-0.18602758937817604,0,2,0,0,North East
1,0,1,4,Labour,5,1.13046597921654,1.4697153439914799,0,2,0,2,North East
1,1,1,5,Conservative,7,0.342629141432594,-0.21492566487093698,1,2,1,1,North East
1,1,1,3,Conservative,5,2.83445492766536,0.30604054041107503,1,-1,0,3,North East
1,0,2,5,Labour,4,1.24087458224815,0.31211518630240304,0,1,1,1,North East
0,0,2,4,Labour,5,0.77457708047642,-0.41306647507221705,0,2,0,3,North East
1,1,1,4,Conservative,8,0.302289406594517,0.16172966385359802,1,2,0,2,North East
1,1,1,5,Conservative,8,0.0213397591681744,-2.7940622142618,0,2,1,0,North East
1,0,3,4,United Kingdom Independence Party (UKIP),5,2.1887470485326697,0.65960442246716,1,2,0,3,North East
1,0,2,4,Labour,4,-0.36878227751883097,0.619276617015583,0,2,1,3,North East
1,0,2,4,United Kingdom Independence Party (UKIP),5,0.20351337945742,0.427349048906332,1,2,0,2,North East
1,0,3,4,Labour,3,0.508456744586516,-0.525116443743835,0,2,0,2,North East
0,0,3,4,Labour,5,-0.137359363973457,-1.4733743952305,0,1,1,4,North East
0,0,2,3,None / No party/ uncommitted,4,0.34267149327686897,0.312658450974556,0,2,1,5,North East
1,0,1,5,Labour,1,-0.662551556336265,2.6936859156046897,0,2,1,3,North East
1,1,3,4,Conservative,5,1.19609999294422,-0.719469694756163,0,2,1,4,North East
0,0,4,1,None / No party/ uncommitted,5,-0.241863447327017,-0.578017738035898,0,2,1,4,North East
1,0,1,3,Liberal Democrat,6,-2.38920791023938,0.35162592466061704,0,2,0,4,North East
1,0,3,4,Labour,5,0.8422549882073249,0.256108698553299,0,2,1,3,North East
1,0,1,4,Labour,3,0.583633275668291,2.1822887050588404,0,2,0,2,North East
1,0,2,4,Labour,5,1.9227362846234,0.45075256348616294,0,2,1,2,North East
1,0,1,4,Labour,6,0.33055159300288894,1.18985824679612,1,2,0,4,North East
1,0,2,3,Labour,4,-0.444911618689809,0.0277635160658204,0,2,0,3,North East
0,0,1,2,Labour,5,-0.13689461263796499,0.889005933340201,0,2,1,3,North East
1,1,1,5,Don`t know,5,0.273926385504524,-0.37276804128184104,1,2,1,0,North East
0,0,3,4,Labour,6,1.83485356091246,-0.44855688758789203,0,2,0,0,North East
1,1,2,4,Conservative,5,0.48176094517405704,-0.0666674893270574,1,2,1,0,North East
1,0,2,4,Labour,5,1.3198354598671698,0.7789224200638449,1,2,0,4,North East
1,1,1,5,Conservative,6,-0.983244202611372,-0.11098745393077199,0,-1,1,4,North East
0,0,4,2,Labour,3,1.32672214263815,2.26036845102736,0,2,1,0,North East
1,0,2,5,Labour,5,1.3854546470085298,0.9969104862323771,0,1,0,4,North East
1,0,1,5,Labour,4,0.0861114813898931,2.27571641335566,0,2,1,4,North East
1,0,2,4,Green Party,3,-1.9485095441966298,2.41658612294842,0,1,1,0,North East
1,1,3,3,Conservative,5,0.8805613484298871,-1.58928888081922,0,1,1,0,North East
1,1,1,5,Conservative,7,-0.5821725249938039,-1.37807264709827,0,1,1,4,North East
1,1,1,4,Conservative,8,-1.176042766738,-0.8137293572742259,1,1,0,4,North East
0,0,4,2,None / No party/ uncommitted,5,-6.57376669845883,-4.675154388871309,1,2,1,3,North East
0,0,4,3,None / No party/ uncommitted,5,-1.15521444833709,-2.20077425858003,0,2,0,4,North East
0,0,4,1,Labour,5,1.2972743493495802,-0.680759488876383,0,2,0,0,North East
0,0,3,2,None / No party/ uncommitted,5,-0.9165290672830271,-0.8695580012286049,0,2,1,2,North East
0,0,3,3,Labour,5,0.30412368908981396,-1.4261051513979501,0,-1,1,0,North East
1,0,2,5,None / No party/ uncommitted,5,-9.650857603867369,-3.35889816283728,0,-1,1,0,North East
1,0,2,4,Labour,3,0.16075939621305402,0.35707216826722704,1,2,1,1,North East
1,0,3,4,Labour,5,-0.22184474883865601,0.0890886116507087,0,2,1,3,North East
0,0,4,4,Labour,8,-0.9348038139414241,0.957512982731287,0,2,1,2,North East
1,0,2,3,Labour,5,-0.9918518611325171,-0.425954259498539,0,2,1,4,North East
1,0,2,1,Labour,5,-0.0605758345806209,-1.3920792803058502,1,2,1,3,North East
0,0,3,4,Labour,2,-0.0864403826104155,1.7448841845838001,1,2,1,3,North East
1,0,4,3,Labour,5,1.0769695085764202,-3.55087928844935,0,2,1,0,North East
1,0,3,2,Conservative,5,-0.7765746303783141,0.6687623479726279,1,1,0,3,North East
1,0,2,3,Labour,4,0.272284231650559,-0.228108081816613,1,2,0,2,North East
1,0,1,4,Labour,5,0.951554493710906,0.585546997298874,0,2,0,0,North East
1,0,1,4,United Kingdom Independence Party (UKIP),10,0.479674447048247,0.7195711135752809,1,2,0,2,North East
1,0,1,5,Labour,1,1.4582979866319599,2.40629555268272,0,2,0,4,North East
0,0,3,3,Conservative,5,1.09520067896559,-1.11344878795824,0,2,0,0,North East
0,0,4,1,Don`t know,5,0.0589196810108026,-2.08804732237233,1,2,1,3,North East
0,0,3,1,None / No party/ uncommitted,1,-2.56933387477456,-2.1147464427940403,1,2,1,4,North East
1,0,2,4,Labour,5,-0.38306882580994894,0.41333637376009896,0,2,1,2,North East
1,0,1,5,Labour,1,0.203707110449814,-2.5535768960682,0,2,0,0,North East
1,0,2,4,Refused,5,2.3145514956195603,0.367402875735885,1,2,1,0,North East
1,1,1,4,Labour,6,-1.03476150862171,-0.00681214715571365,1,2,1,3,North East
0,0,1,5,Labour,5,1.07219382258297,1.31322741237973,0,2,1,3,North East
1,0,1,4,Labour,5,-0.19657564865458202,-2.4580464142862297,0,2,1,0,North East
0,0,4,5,Liberal Democrat,5,0.8174868217156089,-0.801368385532999,1,2,1,0,North East
1,0,2,4,Labour,5,2.04922754586703,-0.580455821780227,1,2,0,1,North East
1,1,2,4,Conservative,5,0.18335095947549898,-0.29227533594133803,0,1,1,0,North East
0,0,2,4,Labour,5,1.33951087032783,-0.0867663743731944,1,2,1,2,North East
0,0,3,4,Conservative,8,0.797857753008558,-1.91265197244115,0,1,1,0,North East
0,0,1,1,Labour,5,-0.268246761707607,1.72703891156119,0,2,0,3,North East
0,0,4,2,Labour,2,0.20991272652132298,0.359101555045193,1,2,1,3,North East
1,0,2,5,Labour,5,1.4050662285070499,2.3583899954306,1,2,0,0,North East
1,1,1,5,Conservative,7,-0.622813471570563,-0.172901661248742,0,1,1,2,North East
0,0,4,3,None / No party/ uncommitted,1,0.48176094517405704,-0.0666674893270574,0,2,1,0,North East
1,0,2,4,Labour,4,1.6238515059721101,0.559362379682735,1,1,1,0,North East
1,0,1,5,Labour,1,1.5607195967007699,2.02797765289864,1,2,1,4,North East
1,0,2,4,Labour,1,0.228909291036982,1.85104365876939,1,2,1,1,North East
0,0,3,2,None / No party/ uncommitted,5,-1.33808007942125,-1.6948337570348602,0,2,0,4,North East
1,0,3,3,Labour,5,0.42500551591704205,0.19356435479748,0,2,1,3,North East
1,0,2,4,Labour,4,-1.6185415311829299,-0.7776843680846469,0,1,1,4,North East
1,0,3,4,None / No party/ uncommitted,5,0.6013881221877879,1.46510528696094,0,2,1,4,North East
1,0,1,4,Labour,5,0.538848298440629,0.7897975666934202,0,1,0,2,North East
1,1,1,5,Conservative,8,1.4532543469712498,0.119735351999749,1,1,1,4,North East
1,1,3,2,Conservative,7,1.39644865695665,-0.370200578271664,0,1,0,0,North West
1,1,2,4,Conservative,8,-1.07104287073611,-1.4156067603696298,0,2,1,0,North West
1,1,1,5,Conservative,8,-1.10749929987179,-0.930053496637141,0,1,1,3,North West
1,1,1,4,Conservative,5,-1.29891688383007,-3.23453073172925,0,1,0,4,North West
1,0,1,3,Conservative,8,-2.2779054667462404,-0.49836882344049105,0,1,1,5,North West
1,0,1,4,Labour,4,-2.1449753910307603,-0.4852265620427229,0,1,0,4,North West
1,1,1,4,Conservative,9,2.9536367358942996,-0.836514747734982,1,2,1,3,North West
1,0,1,5,Labour,3,-2.31642487696364,0.777443286729302,0,1,1,5,North West
1,0,2,3,Labour,5,0.000775548202583772,-0.676310830112952,0,1,0,5,North West
0,0,4,3,Labour,5,0.0375287836146547,3.58345502502281,0,1,1,3,North West
0,0,4,3,None / No party/ uncommitted,5,0.205693124985197,-0.0265826330292989,0,2,1,3,North West
1,0,1,4,Labour,5,-0.7227324468031601,0.22229534222318698,1,2,1,4,North West
1,0,3,2,Labour,5,0.588722572873043,-1.1418458766417199,0,2,1,0,North West
1,0,1,4,Labour,5,-1.14755581143243,-0.219227450387078,1,2,1,2,North West
1,0,1,4,Conservative,5,0.9870007426455281,-1.36247165783077,1,1,1,4,North West
1,0,1,4,Labour,3,1.03799422862633,1.19605733580222,1,1,0,4,North West
1,0,2,4,Conservative,7,1.6724891155100399,-0.427278762722632,1,1,1,0,North West
1,0,1,3,Other,1,-3.5491603154175,1.68722138226479,0,1,0,0,North West
1,0,1,5,Labour,2,0.5997851158647,1.12872578840961,0,2,0,3,North West
1,0,1,5,Labour,0,2.25448374326572,1.8058893631259099,0,2,1,4,North West
1,0,1,4,Labour,5,-1.49383323138271,-0.5075815948253499,0,2,0,2,North West
1,0,1,4,Labour,5,0.811928209956035,0.946099340652837,1,2,0,4,North West
1,0,2,3,Labour,5,-0.603263406944104,-0.151804081260064,0,-1,0,2,North West
1,0,2,4,Don`t know,5,-3.6070868018913997,0.700396734474563,0,2,1,4,North West
0,0,3,4,Labour,5,0.174991976850609,1.5128370727774798,0,-1,1,4,North West
1,0,1,5,Labour,3,-2.10249916159363,0.18924009323485103,0,2,1,5,North West
1,0,1,4,Labour,5,0.297347362436127,0.41460558116440105,0,2,0,3,North West
1,0,1,4,Labour,2,-0.11566864060054302,0.269520324584637,0,2,0,5,North West
1,0,1,4,Labour,5,0.658266259111935,1.1170284287641798,0,2,0,5,North West
1,1,2,4,Conservative,8,-0.5851923041025939,-1.97041219322703,0,2,1,0,North West
1,0,2,4,Labour,4,-1.214134641852,0.550009262038938,0,-1,1,5,North West
0,0,2,2,None / No party/ uncommitted,4,-2.15269390481725,-1.16902341213503,0,1,1,0,North West
1,0,2,1,Labour,3,-2.38641495788037,-1.4563366390025498,1,2,1,0,North West
1,0,3,1,Labour,4,-1.69090596065512,-1.44565567595882,1,2,1,0,North West
1,0,2,2,Labour,3,-0.783342374014943,-2.1727021718682398,0,2,0,0,North West
1,0,3,3,Labour,3,-0.31735903659020503,-0.7432208643137321,0,2,0,0,North West
0,0,3,3,Don`t know,6,1.83485356091246,-0.44855688758789203,0,2,0,0,North West
1,0,2,3,Refused,5,-3.29967809945313,-1.64034597348238,0,1,0,0,North West
0,0,3,2,Labour,2,-1.7004493274527201,0.110855349315818,0,2,1,0,North West
1,0,2,1,Labour,3,-1.7951260830531202,-2.39189208430165,0,1,1,0,North West
1,0,1,1,Labour,3,-3.6728418799950497,-1.6820443854478002,1,2,1,0,North West
0,0,3,2,Don`t know,4,-1.15330422074009,-1.74296507932473,1,1,0,0,North West
0,0,2,1,None / No party/ uncommitted,4,-1.52212267980625,-0.9685726720747749,0,2,0,0,North West
0,0,2,2,Labour,4,-2.10716388616172,-1.70700996280325,0,2,0,0,North West
1,1,1,2,Conservative,5,-1.17809051630551,-0.562297955088754,1,2,0,0,North West
1,1,2,1,Conservative,2,-2.1152011398821102,-1.6778954792942,0,2,0,0,North West
1,0,3,1,Refused,4,-3.4152348256038905,-0.727927353378593,0,2,1,0,North West
1,0,2,2,Refused,6,-1.3931022939368303,-1.47601537437289,0,1,0,0,North West
1,0,2,2,Labour,5,-3.88004100650988,-1.70462189302807,0,2,0,0,North West
1,0,2,2,Refused,2,-0.0689465586388947,-0.601919030506917,0,2,0,0,North West
1,0,2,4,Labour,4,1.06389739123566,-0.3671358211079229,1,2,0,0,North West
1,0,2,2,Labour,5,0.23744607975492898,-0.22569552325737302,0,2,1,0,North West
0,0,3,3,None / No party/ uncommitted,5,1.60831577732277,-0.9174785184420541,0,2,1,0,North West
0,0,3,4,Labour,6,2.38541504445512,0.24463698141642198,0,2,0,0,North West
0,0,3,4,Labour,5,0.520879103876183,0.330931125331108,0,2,0,4,North West
1,0,2,5,Labour,5,-2.0157370416546803,-0.31944734242418704,0,2,0,4,North West
1,0,2,4,Labour,4,-0.603996691048174,0.9616516054637081,0,2,1,3,North West
0,0,3,3,Conservative,5,1.09982681741468,-0.0808005269302978,1,2,1,3,North West
1,0,2,4,Labour,3,-0.0748350048452436,0.023509056765073,0,2,0,5,North West
1,0,3,3,Labour,3,-0.30238177181019804,1.02560181533059,0,1,1,4,North West
1,1,1,4,Conservative,10,0.891538165153562,-0.085064940868017,1,2,1,3,North West
1,0,2,2,Labour,2,0.7577903533009841,2.25584248161262,1,2,1,2,North West
0,0,3,3,Labour,5,1.02043627705639,0.9101164890780841,0,2,0,3,North West
1,0,1,2,None / No party/ uncommitted,5,0.5834840104047729,-0.290937259143812,1,1,1,0,North West
1,1,1,5,Conservative,8,2.26994159584081,0.8090540892082829,1,1,1,4,North West
1,0,2,4,Labour,4,-1.56176170388357,0.41643485479764797,0,1,1,4,North West
1,0,1,4,Labour,2,-0.525144695314489,1.51316472462703,0,1,1,5,North West
1,0,1,4,Labour,4,-0.380016061241328,1.05057099659958,0,1,0,4,North West
0,0,4,3,None / No party/ uncommitted,5,-0.529391064807457,-1.30529176348493,0,1,1,0,North West
1,1,1,4,None / No party/ uncommitted,7,1.82027179329286,0.4796629325672,1,2,1,4,North West
1,0,3,1,Refused,4,-1.64047736810902,-1.02181245698303,0,1,1,0,North West
1,0,3,2,Labour,4,-2.59168837156632,-1.26520551094353,0,2,0,0,North West
1,0,3,2,Refused,2,0.508753937614649,-0.41780774302561,0,2,0,0,North West
1,0,1,1,Refused,7,-0.0857365140162556,0.930390794574832,0,1,1,0,North West
1,0,3,5,Labour,2,-1.72794754684197,-1.36439651836116,0,2,0,0,North West
1,0,4,2,Refused,0,-1.12910077892498,-1.5591170020346798,0,1,1,0,North West
1,0,1,2,Labour,4,-2.56658032498844,-1.38006128285373,0,2,0,0,North West
0,0,4,3,Don`t know,5,-1.87826428411024,-0.0162996054582206,0,2,1,2,North West
1,1,3,2,Conservative,3,-3.99988721852777,-0.802005533164659,0,2,0,0,North West
1,1,1,3,Labour,5,0.10520733363744,-0.699323297525885,1,2,0,4,North West
1,0,1,4,Labour,5,0.329268031891144,0.8721132854972741,1,2,0,5,North West
1,1,1,3,Conservative,5,0.0263245169274398,-2.63050177364466,0,1,0,4,North West
1,1,3,3,Conservative,4,-1.4532563176101398,-1.25694703412857,0,2,0,0,North West
1,1,1,3,Labour,3,0.00671601970048547,-0.440077899768964,0,2,1,0,North West
1,1,2,5,Conservative,3,-0.8331877996368109,-1.07229574903942,0,2,0,0,North West
1,0,1,5,Labour,3,-1.6815777408161297,2.20978497188525,0,2,1,4,North West
1,1,1,5,Conservative,5,2.0167120040024797,-1.23249389611956,0,2,1,0,North West
0,0,4,1,Labour,4,0.5171175409707001,1.5509801545869601,0,2,1,4,North West
0,0,2,2,Labour,5,0.6819005343550931,-0.36646867816479495,0,2,0,4,North West
1,0,1,4,Conservative,7,-0.816243479139872,-2.00414635592238,0,1,0,5,North West
1,0,3,3,Labour,5,0.0763932301192986,-1.3883078880410902,0,2,1,3,North West
1,0,2,4,Labour,5,0.436302853848195,-1.02260293249823,0,2,1,3,North West
1,0,1,3,Liberal Democrat,5,-2.97996478522277,-0.21645676895247,0,1,0,4,North West
1,1,2,4,Conservative,5,0.0289098954534053,-0.156390330680455,0,1,1,2,North West
1,0,2,5,Conservative,6,-1.3612920789824299,-0.799073755414266,0,1,1,4,North West
1,0,1,4,Labour,3,-1.06738728720931,0.32999631501374604,0,1,1,5,North West
1,1,1,4,Conservative,8,-1.18361147234184,-0.76378452250252,1,-1,1,0,North West
1,0,1,5,Liberal Democrat,5,-1.47363455880351,1.76395588432392,0,1,1,5,North West
1,0,1,4,Labour,3,-0.852364170727139,-0.0221816113581063,1,2,0,5,North West
1,0,2,4,United Kingdom Independence Party (UKIP),5,-0.393228376803505,0.015988345723319,1,2,0,4,North West
1,0,1,2,Liberal Democrat,5,-0.809642314289306,-0.7113774017016802,0,2,0,4,North West
0,0,4,2,None / No party/ uncommitted,1,0.25380883332363696,-0.48792948997706304,0,2,0,0,North West
1,0,1,3,Labour,5,1.4506963798413202,-1.24100896507202,1,2,0,0,North West
1,0,1,4,Liberal Democrat,5,-0.566991144042756,-0.143825514237551,0,2,1,4,North West
1,0,1,5,Labour,3,-0.436586543545951,0.327584513322487,0,2,0,4,North West
1,1,1,4,None / No party/ uncommitted,5,2.3981859433130097,0.22964460543837398,1,2,0,0,North West
1,0,1,3,Labour,1,0.27375920940410803,0.11573231331401199,0,2,1,2,North West
1,0,4,2,Labour,5,0.5163804287315661,0.3916124745020039,0,2,0,0,North West
1,0,2,4,Labour,5,2.5366709984299303,1.32750573340284,0,2,1,3,North West
1,0,1,4,Labour,4,-2.0519316010833704,0.39304462742308505,0,2,0,3,North West
1,0,2,2,None / No party/ uncommitted,5,1.94952489257815,1.2720865382158502,1,2,0,3,North West
1,1,2,5,Conservative,6,1.00019541720264,-1.1936045305921499,1,1,1,0,North West
0,0,4,3,Labour,8,0.887290523344801,0.15473475840769502,0,2,0,0,North West
0,0,2,2,Labour,3,0.47201276212897497,1.16969556993013,0,2,0,4,North West
1,1,2,4,Conservative,5,0.0730444536237693,-2.43141778860055,0,2,1,2,North West
1,0,2,4,Labour,5,2.09511702775007,0.7269696252386829,1,2,1,0,North West
0,0,3,2,Labour,5,-3.57280048442059,0.008989448198867591,1,2,0,0,North West
1,0,2,4,Labour,5,-1.2179346085498,0.0424929452231217,1,2,1,0,North West
1,0,1,5,Labour,2,-1.11911887622477,2.35452832161026,0,2,1,4,North West
1,0,1,5,Labour,2,0.11086922443595501,1.16426180713879,0,2,1,4,North West
1,0,1,4,Labour,0,-1.09562009007965,2.5495794113225094,0,2,1,3,North West
1,0,4,2,Labour,5,1.4383130827583102,0.508853242404487,1,2,1,1,North West
0,0,4,2,Labour,5,-0.616602074659795,0.6561203804456371,0,2,1,0,North West
0,0,4,2,Labour,5,-0.31654002408167303,1.84058776022488,0,2,1,2,North West
1,0,1,3,Labour,5,1.3042854281199,0.9183491686896941,0,2,1,2,North West
1,0,1,4,Labour,5,0.935716043897063,2.25590415584881,0,2,1,0,North West
1,0,3,2,None / No party/ uncommitted,5,-1.3491224176513898,1.1188977996223002,0,2,0,5,North West
1,0,1,4,Labour,5,0.6956896547493691,1.61981598774541,1,2,1,0,North West
1,0,1,4,Labour,3,1.47959013855746,0.191114801132029,0,2,0,0,North West
1,0,1,5,Labour,3,0.574607599824763,1.63501646136008,0,2,0,4,North West
1,1,1,5,Conservative,7,0.9475615900625249,0.6654694256655551,1,1,1,4,North West
1,1,1,4,None / No party/ uncommitted,5,0.49128992527338294,-0.953936435761872,1,2,0,0,North West
1,0,1,5,Labour,3,0.471677729920934,1.91694977484589,0,1,0,4,North West
1,0,2,4,Labour,5,-5.13485837247498,-0.22715095324949897,0,-1,1,0,North West
1,0,1,5,Labour,5,1.26738259895622,1.3084520925555099,0,2,1,4,North West
1,0,1,5,Labour,1,-3.1634591553954396,2.15248561193262,0,2,0,2,North West
1,0,1,5,Labour,3,-2.24447241587746,3.7371296347729,0,2,0,4,North West
1,0,2,4,Labour,5,1.1241971005388,-1.20256834247654,1,2,0,4,North West
1,1,1,4,Conservative,6,1.1193672541978998,-0.157749574229808,1,2,1,0,North West
1,0,2,3,Labour,5,2.06104337673845,2.31726274233557,1,2,0,0,North West
1,0,3,4,Labour,1,1.04639133497972,0.357622998763625,1,2,1,3,North West
0,0,4,3,Labour,4,1.04979662600253,1.01870659032131,0,2,0,3,North West
1,0,3,4,Labour,5,1.46393580978333,-0.5677798884121329,1,2,1,1,North West
1,0,2,4,Labour,10,1.83485356091246,-0.44855688758789203,0,2,1,0,North West
0,0,2,4,Labour,5,0.364457230878277,-1.2690062265231699,1,2,1,4,North West
0,0,4,4,Labour,5,-1.1779253442751398,-0.140852398641647,0,2,1,3,North West
1,0,1,2,Conservative,6,-0.935425478502575,-0.0221779080673552,0,2,0,4,North West
1,1,2,2,Conservative,5,0.8128557848273821,-0.07818451605545701,0,1,1,3,North West
0,0,4,3,Don`t know,5,0.6777069002451309,-0.815979926685105,0,1,1,4,North West
1,0,2,4,Conservative,5,-0.40337493900822796,0.947801194062853,0,1,0,4,North West
1,1,1,4,Conservative,5,0.694037279821481,0.135390204815186,1,2,1,2,North West
1,0,3,2,None / No party/ uncommitted,5,0.328182950785043,-1.43205478150441,0,-1,0,4,North West
1,1,1,4,Conservative,7,-0.09799633839674901,-2.31488566810053,0,2,1,0,North West
1,0,2,4,Labour,5,1.59887021508005,1.6024334599100198,0,2,1,3,North West
0,0,3,3,Don`t know,5,1.5096619120208201,-1.35451689514491,1,2,1,1,North West
1,0,1,5,Labour,5,0.38275925342259104,-1.11101596363321,0,1,0,4,North West
0,0,3,4,Don`t know,5,-1.82841338464789,-2.16333592417638,0,2,0,3,North West
1,1,3,4,Don`t know,5,0.884509566010987,-0.3370632823230881,1,2,1,4,North West
1,0,1,3,United Kingdom Independence Party (UKIP),5,1.76333746721954,0.919803507769326,1,2,0,4,North West
0,0,3,3,None / No party/ uncommitted,5,-1.12520621933109,0.8043868376567741,0,-1,1,2,North West
0,0,2,2,Labour,5,2.3131468125537498,0.666682235736046,0,1,1,3,North West
1,1,3,5,None / No party/ uncommitted,10,1.1946105910843798,0.736047568200765,0,2,1,4,North West
1,0,1,3,Labour,2,-1.3969840586772901,-0.19618247905190098,0,2,0,4,North West
1,0,2,4,Labour,5,0.544932545155843,-1.3490920521251202,1,2,1,2,North West
0,0,3,3,None / No party/ uncommitted,5,-0.26337100472721303,0.481678723899146,0,2,0,3,North West
0,0,1,4,Labour,3,-0.287018698399123,0.543717966654927,0,1,0,5,North West
1,0,1,4,Labour,5,-1.8258317834251698,1.03324264768663,0,2,1,4,North West
1,0,2,5,Don`t know,5,-1.1386884948650802,-2.05454280508558,0,2,1,2,North West
0,0,3,3,None / No party/ uncommitted,5,0.42643875569264894,0.105136332474426,0,2,0,3,North West
1,1,1,5,Conservative,6,-1.14927143787447,-1.82386307088537,0,1,0,5,North West
1,0,3,4,Labour,4,1.13835868674666,0.771779634814693,0,2,1,1,North West
1,1,1,5,Conservative,7,1.5354019662008798,-1.17782548491346,1,2,1,0,North West
0,0,2,4,Conservative,5,-1.6069429835277098,-0.525566882357027,0,2,0,4,North West
1,1,1,5,Labour,3,1.6586179633334899,2.1980774850442097,1,2,0,2,North West
1,0,1,4,Labour,3,-0.9440485431004,0.9093800157512769,0,2,1,4,North West
1,0,1,5,Labour,0,2.21515489179993,1.59694395671479,1,2,1,4,North West
0,0,2,3,None / No party/ uncommitted,5,-1.39930122632426,0.9721074433374279,1,1,0,0,North West
1,0,1,5,Labour,6,0.33387004324659103,0.713888457511968,1,2,1,3,North West
1,0,2,4,Labour,4,-0.565579211294924,0.735612356770062,0,1,1,3,North West
1,1,1,5,Conservative,5,0.9768391125860091,-0.306580305720079,1,2,0,0,North West
1,0,2,4,Refused,5,-1.5037903628051201,-0.296313632980229,1,2,1,2,North West
1,1,3,4,Conservative,4,0.60874392028922,-0.3849720384430271,1,2,1,0,North West
0,0,4,2,Don`t know,5,1.9655982427897,1.04775043171367,0,2,1,2,North West
0,0,3,5,Conservative,5,1.6906454138851201,-0.2872390215058869,0,2,0,0,North West
1,1,1,5,Conservative,6,1.6689291186808202,-0.3720347686769389,1,1,1,4,North West
1,1,1,5,Conservative,7,-1.68824033905229,-1.06549908237277,0,1,0,4,North West
0,0,3,3,None / No party/ uncommitted,6,0.36615842810499294,-0.14751792927735097,1,2,1,3,North West
1,1,1,5,Conservative,6,-0.557349099728884,-0.239745573710922,0,1,1,5,North West
1,1,2,3,Conservative,6,-0.574460830718042,-0.60916648388774,1,2,1,4,North West
1,1,4,4,Conservative,4,1.08760967763787,-0.7831000331058009,1,2,0,2,North West
1,1,1,5,Conservative,8,1.1746891967325501,-0.232844551787718,1,1,1,2,North West
1,1,3,4,Conservative,5,-0.46648256480061406,0.666626899718857,1,2,0,0,North West
1,1,2,4,Conservative,7,1.12458076539458,-0.0137531921373238,0,1,1,0,North West
1,0,1,4,Conservative,5,-1.5078253489654898,-1.2066024587970101,1,2,0,0,North West
0,0,2,3,Liberal Democrat,4,0.920165849129872,-0.14502379864328602,0,2,1,4,North West
1,0,1,4,Labour,5,-1.02402802639225,-0.215335988528332,1,2,0,4,North West
1,0,2,4,Labour,4,2.2086566458945,-0.10599585388340199,0,2,0,0,North West
1,0,1,2,Conservative,6,0.429744922305581,-1.10353991631476,1,2,0,3,North West
1,0,1,2,Labour,3,-1.04901886424321,-1.10686515816432,0,1,0,0,North West
1,0,1,5,Labour,5,-0.288261109910129,-2.3702014733123504,0,2,1,4,North West
0,0,4,2,None / No party/ uncommitted,4,-1.78075103008558,-1.6308508298497701,0,2,0,0,North West
1,0,2,4,Labour,5,1.39337696044035,-0.7729599871740591,1,2,0,3,North West
0,0,2,4,Conservative,7,-2.02779625697134,-1.04102163222546,0,1,1,4,North West
1,1,3,4,Conservative,5,-0.372844854080756,0.5125583192581239,0,2,0,3,North West
1,1,1,4,Conservative,8,1.12930766429866,-0.0929158177972173,0,2,0,4,North West
1,1,2,4,Conservative,7,1.1147178208700401,-1.22008619173099,0,1,1,4,North West
1,1,1,4,Conservative,10,0.32085623628846,-0.9016453887580199,1,2,1,0,North West
1,1,1,4,Conservative,6,0.522007157651916,0.641072802034885,1,1,0,3,North West
1,0,2,3,None / No party/ uncommitted,5,0.7229448082086409,-0.7860380752352141,1,2,1,2,North West
1,0,3,4,Labour,3,-1.27063311106183,0.149437367881869,0,1,1,3,North West
1,0,1,1,Labour,2,-2.6273515101849196,2.27673819464824,0,1,0,4,North West
1,1,3,4,United Kingdom Independence Party (UKIP),5,0.7140713275757841,2.89997153704898,1,2,0,3,North West
1,0,3,5,Labour,5,4.13199579386843,0.133511367461984,0,2,1,0,North West
1,0,1,5,Labour,4,1.11165031619351,0.647908560857531,0,2,0,0,North West
